date,case,matched_after
2024-01-21-00,RoVISTA,0.43293874188423137
2024-01-22-00,RoVISTA,0.4317111398456173
2024-01-23-00,RoVISTA,0.423682
2024-01-24-00,RoVISTA,0.4235037183921666
