date,case,matched_after
2024-01-21-00,RoVISTA,0.43293874188423137
2024-01-22-00,RoVISTA,0.4317111398456173
2024-01-23-00,RoVISTA,0.423682
2024-01-24-00,RoVISTA,0.4235037183921666
2024-01-25-00,RoVISTA,0.42315376246890274
2024-01-26-00,RoVISTA,0.436126
2024-01-27-00,RoVISTA,0.4383192619982161
2024-01-28-00,RoVISTA,0.4544168280664884
2024-01-29-00,RoVISTA,0.4485631386619405
2024-01-30-00,RoVISTA,0.4512720883637571
