date,case,matched_after
2024-02-01-00,RoVISTA,0.49925653911606166
2024-02-02-00,RoVISTA,0.4593832471855326
2024-02-03-00,RoVISTA,0.4683583667010793
2024-02-04-00,RoVISTA,0.4683412987448626
2024-02-05-00,RoVISTA,0.46812509395590246
2024-02-06-00,RoVISTA,0.46871508125725575
2024-02-07-00,RoVISTA,0.46944580291729604
