date,case,matched_after
2024-01-01-00,RoVISTA,0.454369
2024-01-02-00,RoVISTA,0.45717958373338746
2024-01-03-00,RoVISTA,0.45664678009378606
2024-01-04-00,RoVISTA,0.45454643502508557
2024-01-05-00,RoVISTA,0.4545985532641416
2024-01-06-00,RoVISTA,0.4523413662512867
2024-01-07-00,RoVISTA,0.44266533968389377
